"Module"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"M4"	"Toll Like Receptor 2 (TLR2) Cascade"	"Toll Like Receptor 2 (TLR2) Cascade"	"3/58"	"96/7644"	0.0360429162537199	0.166543130275809	0.135406237105627	"FOS/CD14/TLR2"	3
"M4"	"Toll Like Receptor TLR1:TLR2 Cascade"	"Toll Like Receptor TLR1:TLR2 Cascade"	"3/58"	"96/7644"	0.0360429162537199	0.166543130275809	0.135406237105627	"FOS/CD14/TLR2"	3
"M4"	"Toll Like Receptor TLR6:TLR2 Cascade"	"Toll Like Receptor TLR6:TLR2 Cascade"	"3/58"	"96/7644"	0.0360429162537199	0.166543130275809	0.135406237105627	"FOS/CD14/TLR2"	3
"M4"	"Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds"	"Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds"	"3/58"	"97/7644"	0.0369977683102923	0.168057659443362	0.136637609995192	"SLC2A5/SLC11A1/SLC16A3"	3
"M4"	"Class I MHC mediated antigen processing & presentation"	"Class I MHC mediated antigen processing & presentation"	"5/58"	"255/7644"	0.0433699698592219	0.193719198704524	0.157501469488753	"SOCS3/HLA-B/HLA-A/HLA-C/NCF2"	5
"M4"	"Signaling by Interleukins"	"Signaling by Interleukins"	"3/58"	"109/7644"	0.0494586264183163	0.217293637378832	0.176668432590017	"SOCS3/HCK/IL1B"	3
"M4"	"Arachidonic acid metabolism"	"Arachidonic acid metabolism"	"2/58"	"50/7644"	0.0549588410187284	0.231169485654067	0.187950053143723	"ALOX5AP/ALOX5"	2
"M4"	"Peptide ligand-binding receptors"	"Peptide ligand-binding receptors"	"4/58"	"190/7644"	0.0555133547316888	0.231169485654067	0.187950053143723	"FPR1/CCL2/OXTR/C5AR1"	4
"M4"	"Activated TLR4 signalling"	"Activated TLR4 signalling"	"3/58"	"115/7644"	0.0563676081038899	0.231169485654067	0.187950053143723	"FOS/CD14/TLR2"	3
"M4"	"Amyloids"	"Amyloids"	"2/58"	"51/7644"	0.0569297987058522	0.231169485654067	0.187950053143723	"TGFBI/LTF"	2
"M4"	"Cellular response to heat stress"	"Cellular response to heat stress"	"2/58"	"51/7644"	0.0569297987058522	0.231169485654067	0.187950053143723	"SERPINH1/HSPA6"	2
"M4"	"Fcgamma receptor (FCGR) dependent phagocytosis"	"Fcgamma receptor (FCGR) dependent phagocytosis"	"3/58"	"119/7644"	0.0612170379558807	0.244868151823523	0.199087617547012	"FCGR3A/FCGR2A/HCK"	3
"M4"	"Activation of the AP-1 family of transcription factors"	"Activation of the AP-1 family of transcription factors"	"1/58"	"10/7644"	0.0733792183285156	0.28093757874346	0.228413506676733	"FOS"	1
"M4"	"Calcitonin-like ligand receptors"	"Calcitonin-like ligand receptors"	"1/58"	"10/7644"	0.0733792183285156	0.28093757874346	0.228413506676733	"ADM"	1
"M4"	"TRIF-mediated programmed cell death"	"TRIF-mediated programmed cell death"	"1/58"	"10/7644"	0.0733792183285156	0.28093757874346	0.228413506676733	"CD14"	1
"M4"	"Role of phospholipids in phagocytosis"	"Role of phospholipids in phagocytosis"	"2/58"	"62/7644"	0.0801322855439499	0.287364975564111	0.233639237791717	"FCGR3A/FCGR2A"	2
"M4"	"Facilitative Na+-independent glucose transporters"	"Facilitative Na+-independent glucose transporters"	"1/58"	"11/7644"	0.0804193028630908	0.287364975564111	0.233639237791717	"SLC2A5"	1
"M4"	"Interleukin-6 signaling"	"Interleukin-6 signaling"	"1/58"	"11/7644"	0.0804193028630908	0.287364975564111	0.233639237791717	"SOCS3"	1
"M4"	"Nef mediated downregulation of MHC class I complex cell surface expression"	"Nef mediated downregulation of MHC class I complex cell surface expression"	"1/58"	"11/7644"	0.0804193028630908	0.287364975564111	0.233639237791717	"HLA-A"	1
"M4"	"Transport of organic anions"	"Transport of organic anions"	"1/58"	"11/7644"	0.0804193028630908	0.287364975564111	0.233639237791717	"SLCO4A1"	1
"M4"	"Collagen biosynthesis and modifying enzymes"	"Collagen biosynthesis and modifying enzymes"	"2/58"	"64/7644"	0.0846237785277756	0.287989466825925	0.234146974206467	"SERPINH1/COL4A1"	2
"M4"	"Platelet activation, signaling and aggregation"	"Platelet activation, signaling and aggregation"	"4/58"	"221/7644"	0.0861374123208724	0.287989466825925	0.234146974206467	"SRGN/FCER1G/SERPINA1/SERPINE1"	4
"M4"	"Cyclin E associated events during G1/S transition"	"Cyclin E associated events during G1/S transition"	"2/58"	"65/7644"	0.0868980388131867	0.287989466825925	0.234146974206467	"CDKN1A/MYC"	2
"M4"	"Bile salt and organic anion SLC transporters"	"Bile salt and organic anion SLC transporters"	"1/58"	"12/7644"	0.0874068150383746	0.287989466825925	0.234146974206467	"SLC16A3"	1
"M4"	"Hyaluronan uptake and degradation"	"Hyaluronan uptake and degradation"	"1/58"	"12/7644"	0.0874068150383746	0.287989466825925	0.234146974206467	"CD44"	1
"M4"	"Pyrimidine catabolism"	"Pyrimidine catabolism"	"1/58"	"12/7644"	0.0874068150383746	0.287989466825925	0.234146974206467	"TYMP"	1
"M4"	"Class A/1 (Rhodopsin-like receptors)"	"Class A/1 (Rhodopsin-like receptors)"	"5/58"	"314/7644"	0.0886796764711172	0.287989466825925	0.234146974206467	"FPR1/GPR4/CCL2/OXTR/C5AR1"	5
"M4"	"Cyclin A:Cdk2-associated events at S phase entry"	"Cyclin A:Cdk2-associated events at S phase entry"	"2/58"	"66/7644"	0.0891907677110141	0.287989466825925	0.234146974206467	"CDKN1A/MYC"	2
"M4"	"AKT phosphorylates targets in the cytosol"	"AKT phosphorylates targets in the cytosol"	"1/58"	"13/7644"	0.0943421406054306	0.29745521979124	0.241843010592249	"CDKN1A"	1
"M4"	"Platelet Adhesion to exposed collagen"	"Platelet Adhesion to exposed collagen"	"1/58"	"13/7644"	0.0943421406054306	0.29745521979124	0.241843010592249	"FCER1G"	1
"M4"	"Regulation of IFNG signaling"	"Regulation of IFNG signaling"	"1/58"	"14/7644"	0.101225662535045	0.315447413481303	0.256471384880714	"SOCS3"	1
"M4"	"Binding and Uptake of Ligands by Scavenger Receptors"	"Binding and Uptake of Ligands by Scavenger Receptors"	"2/58"	"76/7644"	0.113048313990235	0.337365373620538	0.274291564569723	"CD163/COL4A1"	2
"M4"	"Senescence-Associated Secretory Phenotype (SASP)"	"Senescence-Associated Secretory Phenotype (SASP)"	"2/58"	"76/7644"	0.113048313990235	0.337365373620538	0.274291564569723	"FOS/CDKN1A"	2
"M4"	"Hyaluronan metabolism"	"Hyaluronan metabolism"	"1/58"	"16/7644"	0.114838813581617	0.337365373620538	0.274291564569723	"CD44"	1
"M4"	"TRAF6 mediated induction of TAK1 complex"	"TRAF6 mediated induction of TAK1 complex"	"1/58"	"16/7644"	0.114838813581617	0.337365373620538	0.274291564569723	"CD14"	1
"M4"	"Defective ACTH causes Obesity and Pro-opiomelanocortinin deficiency (POMCD)"	"Defective ACTH causes Obesity and Pro-opiomelanocortinin deficiency (POMCD)"	"6/58"	"441/7644"	0.115811993929438	0.337365373620538	0.274291564569723	"FPR1/ADM/GPR4/CCL2/OXTR/C5AR1"	6
"M4"	"GPCR ligand binding"	"GPCR ligand binding"	"6/58"	"441/7644"	0.115811993929438	0.337365373620538	0.274291564569723	"FPR1/ADM/GPR4/CCL2/OXTR/C5AR1"	6
"M4"	"Cellular responses to stress"	"Cellular responses to stress"	"4/58"	"249/7644"	0.119576303800811	0.342953097234346	0.278834607727846	"FOS/CDKN1A/SERPINH1/HSPA6"	4
"M4"	"Formation of Senescence-Associated Heterochromatin Foci (SAHF)"	"Formation of Senescence-Associated Heterochromatin Foci (SAHF)"	"1/58"	"17/7644"	0.12156919491516	0.342953097234346	0.278834607727846	"CDKN1A"	1
"M4"	"Tristetraprolin (TTP) destabilizes mRNA"	"Tristetraprolin (TTP) destabilizes mRNA"	"1/58"	"17/7644"	0.12156919491516	0.342953097234346	0.278834607727846	"ZFP36"	1
"M4"	"Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon"	"Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon"	"1/58"	"18/7644"	0.128249277083106	0.350722512839513	0.28515145387973	"CD14"	1
"M4"	"Regulation of signaling by CBL"	"Regulation of signaling by CBL"	"1/58"	"18/7644"	0.128249277083106	0.350722512839513	0.28515145387973	"HCK"	1
"M4"	"Tie2 Signaling"	"Tie2 Signaling"	"1/58"	"18/7644"	0.128249277083106	0.350722512839513	0.28515145387973	"ANGPT2"	1
"M4"	"SLC-mediated transmembrane transport"	"SLC-mediated transmembrane transport"	"4/58"	"259/7644"	0.132725210977577	0.359296530727178	0.29212247392194	"SLCO4A1/SLC2A5/SLC11A1/SLC16A3"	4
"M4"	"Scavenging by Class A Receptors"	"Scavenging by Class A Receptors"	"1/58"	"19/7644"	0.134879429447278	0.361476870918705	0.293895177848279	"COL4A1"	1
"M4"	"Collagen formation"	"Collagen formation"	"2/58"	"86/7644"	0.138342680250477	0.367087507991364	0.298456850566427	"SERPINH1/COL4A1"	2
"M4"	"Degradation of the extracellular matrix"	"Degradation of the extracellular matrix"	"2/58"	"89/7644"	0.146160690583135	0.384030049767453	0.31223181579679	"CD44/ADAMTS9"	2
"M4"	"DAP12 interactions"	"DAP12 interactions"	"3/58"	"179/7644"	0.154057409099073	0.390556808282214	0.317538331949797	"CDKN1A/HLA-B/HLA-C"	3
"M4"	"Common Pathway"	"Common Pathway"	"1/58"	"22/7644"	0.154473961484756	0.390556808282214	0.317538331949797	"THBD"	1
"M4"	"Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters"	"Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters"	"1/58"	"22/7644"	0.154473961484756	0.390556808282214	0.317538331949797	"HLA-A"	1
"M4"	"Pyruvate metabolism"	"Pyruvate metabolism"	"1/58"	"22/7644"	0.154473961484756	0.390556808282214	0.317538331949797	"SLC16A3"	1
"M4"	"Regulation of actin dynamics for phagocytic cup formation"	"Regulation of actin dynamics for phagocytic cup formation"	"2/58"	"95/7644"	0.162062074059286	0.397721548786298	0.323363553019496	"FCGR3A/FCGR2A"	2
"M4"	"Growth hormone receptor signaling"	"Growth hormone receptor signaling"	"1/58"	"24/7644"	0.167293986431044	0.397721548786298	0.323363553019496	"SOCS3"	1
"M4"	"IKK complex recruitment mediated by RIP1"	"IKK complex recruitment mediated by RIP1"	"1/58"	"24/7644"	0.167293986431044	0.397721548786298	0.323363553019496	"CD14"	1
"M4"	"Pyrimidine metabolism"	"Pyrimidine metabolism"	"1/58"	"24/7644"	0.167293986431044	0.397721548786298	0.323363553019496	"TYMP"	1
"M4"	"MyD88-independent cascade"	"MyD88-independent cascade"	"2/58"	"99/7644"	0.172834758951751	0.397721548786298	0.323363553019496	"FOS/CD14"	2
"M4"	"Toll Like Receptor 3 (TLR3) Cascade"	"Toll Like Receptor 3 (TLR3) Cascade"	"2/58"	"99/7644"	0.172834758951751	0.397721548786298	0.323363553019496	"FOS/CD14"	2
"M4"	"TRIF-mediated TLR3/TLR4 signaling"	"TRIF-mediated TLR3/TLR4 signaling"	"2/58"	"99/7644"	0.172834758951751	0.397721548786298	0.323363553019496	"FOS/CD14"	2
"M4"	"Basigin interactions"	"Basigin interactions"	"1/58"	"25/7644"	0.173632168686556	0.397721548786298	0.323363553019496	"SLC16A3"	1
"M4"	"Metal ion SLC transporters"	"Metal ion SLC transporters"	"1/58"	"25/7644"	0.173632168686556	0.397721548786298	0.323363553019496	"SLC11A1"	1
"M4"	"Post-translational modification: synthesis of GPI-anchored proteins"	"Post-translational modification: synthesis of GPI-anchored proteins"	"1/58"	"25/7644"	0.173632168686556	0.397721548786298	0.323363553019496	"PLAUR"	1
"M4"	"Regulation of IFNA signaling"	"Regulation of IFNA signaling"	"1/58"	"25/7644"	0.173632168686556	0.397721548786298	0.323363553019496	"SOCS3"	1
"M4"	"ATF4 activates genes"	"ATF4 activates genes"	"1/58"	"26/7644"	0.179922933119707	0.405204588874633	0.329447564403178	"CCL2"	1
"M4"	"Signaling by Leptin"	"Signaling by Leptin"	"1/58"	"26/7644"	0.179922933119707	0.405204588874633	0.329447564403178	"SOCS3"	1
"M4"	"PERK regulates gene expression"	"PERK regulates gene expression"	"1/58"	"29/7644"	0.198514192607528	0.443348363490146	0.360459981313669	"CCL2"	1
"M4"	"G1/S Transition"	"G1/S Transition"	"2/58"	"109/7644"	0.200243643034251	0.443514845728754	0.360595338043409	"CDKN1A/MYC"	2
"M4"	"MAPK targets/ Nuclear events mediated by MAP kinases"	"MAPK targets/ Nuclear events mediated by MAP kinases"	"1/58"	"30/7644"	0.204618746360484	0.449490360857457	0.365453671239174	"FOS"	1
"M4"	"Response of Mtb to phagocytosis"	"Response of Mtb to phagocytosis"	"1/58"	"31/7644"	0.210677600144447	0.459037372672454	0.373215774325208	"LTF"	1
"M4"	"Fc epsilon receptor (FCERI) signaling"	"Fc epsilon receptor (FCERI) signaling"	"3/58"	"212/7644"	0.216985495187919	0.468968650890019	0.381290301391335	"FOS/CDKN1A/FCER1G"	3
"M4"	"Beta defensins"	"Beta defensins"	"1/58"	"36/7644"	0.240298050534458	0.515167767168422	0.41885203379365	"TLR2"	1
"M4"	"S Phase"	"S Phase"	"2/58"	"124/7644"	0.242205741280676	0.515167767168422	0.41885203379365	"CDKN1A/MYC"	2
"M4"	"BMAL1:CLOCK,NPAS2 activates circadian gene expression"	"BMAL1:CLOCK,NPAS2 activates circadian gene expression"	"1/58"	"37/7644"	0.246089679486745	0.515210383204078	0.418886682337958	"SERPINE1"	1
"M4"	"NCAM1 interactions"	"NCAM1 interactions"	"1/58"	"37/7644"	0.246089679486745	0.515210383204078	0.418886682337958	"COL4A1"	1
"M4"	"Cyclin D associated events in G1"	"Cyclin D associated events in G1"	"1/58"	"38/7644"	0.251837911193038	0.515210383204078	0.418886682337958	"CDKN1A"	1
"M4"	"G1 Phase"	"G1 Phase"	"1/58"	"38/7644"	0.251837911193038	0.515210383204078	0.418886682337958	"CDKN1A"	1
"M4"	"Transport of vitamins, nucleosides, and related molecules"	"Transport of vitamins, nucleosides, and related molecules"	"1/58"	"38/7644"	0.251837911193038	0.515210383204078	0.418886682337958	"SLCO4A1"	1
"M4"	"Formation of Fibrin Clot (Clotting Cascade)"	"Formation of Fibrin Clot (Clotting Cascade)"	"1/58"	"39/7644"	0.257543065170267	0.518958958388207	0.421934424141237	"THBD"	1
"M4"	"O-glycosylation of TSR domain-containing proteins"	"O-glycosylation of TSR domain-containing proteins"	"1/58"	"39/7644"	0.257543065170267	0.518958958388207	0.421934424141237	"ADAMTS9"	1
"M4"	"Interleukin-1 signaling"	"Interleukin-1 signaling"	"1/58"	"40/7644"	0.26320545862459	0.52641091724918	0.42799316524187	"IL1B"	1
"M4"	"G alpha (i) signalling events"	"G alpha (i) signalling events"	"3/58"	"236/7644"	0.26572662548756	0.527516560227157	0.428892097278168	"RGS1/FPR1/C5AR1"	3
"M4"	"Host Interactions of HIV factors"	"Host Interactions of HIV factors"	"2/58"	"135/7644"	0.273270128474714	0.534572222125718	0.434628633071578	"HLA-A/HCK"	2
"M4"	"Mitotic G1-G1/S phases"	"Mitotic G1-G1/S phases"	"2/58"	"135/7644"	0.273270128474714	0.534572222125718	0.434628633071578	"CDKN1A/MYC"	2
"M4"	"Pyruvate metabolism and Citric Acid (TCA) cycle"	"Pyruvate metabolism and Citric Acid (TCA) cycle"	"1/58"	"43/7644"	0.279939213593905	0.543650066979468	0.442009284621956	"SLC16A3"	1
"M4"	"Antigen activates B Cell Receptor (BCR) leading to generation of second messengers"	"Antigen activates B Cell Receptor (BCR) leading to generation of second messengers"	"1/58"	"45/7644"	0.290886960572069	0.556840753095104	0.452733840890363	"PIK3AP1"	1
"M4"	"Interleukin-3, 5 and GM-CSF signaling"	"Interleukin-3, 5 and GM-CSF signaling"	"1/58"	"45/7644"	0.290886960572069	0.556840753095104	0.452733840890363	"HCK"	1
"M4"	"Defensins"	"Defensins"	"1/58"	"46/7644"	0.296299324868269	0.55921281031476	0.454662418441302	"TLR2"	1
"M4"	"Hexose transport"	"Hexose transport"	"1/58"	"46/7644"	0.296299324868269	0.55921281031476	0.454662418441302	"SLC2A5"	1
"M4"	"NOTCH1 Intracellular Domain Regulates Transcription"	"NOTCH1 Intracellular Domain Regulates Transcription"	"1/58"	"47/7644"	0.301671085747137	0.561443409584949	0.456475985012115	"MYC"	1
"M4"	"Scavenging of heme from plasma"	"Scavenging of heme from plasma"	"1/58"	"47/7644"	0.301671085747137	0.561443409584949	0.456475985012115	"CD163"	1
"M4"	"GPVI-mediated activation cascade"	"GPVI-mediated activation cascade"	"1/58"	"49/7644"	0.312293992290624	0.577205447819912	0.469291153569214	"FCER1G"	1
"M4"	"Assembly of collagen fibrils and other multimeric structures"	"Assembly of collagen fibrils and other multimeric structures"	"1/58"	"54/7644"	0.338161386389699	0.606814348178189	0.493364375777239	"COL4A1"	1
"M4"	"Cellular Senescence"	"Cellular Senescence"	"2/58"	"159/7644"	0.340731228864841	0.606814348178189	0.493364375777239	"FOS/CDKN1A"	2
"M4"	"Chemokine receptors bind chemokines"	"Chemokine receptors bind chemokines"	"1/58"	"55/7644"	0.343218914662347	0.606814348178189	0.493364375777239	"CCL2"	1
"M4"	"Circadian Clock"	"Circadian Clock"	"1/58"	"55/7644"	0.343218914662347	0.606814348178189	0.493364375777239	"SERPINE1"	1
"M4"	"ECM proteoglycans"	"ECM proteoglycans"	"1/58"	"55/7644"	0.343218914662347	0.606814348178189	0.493364375777239	"SERPINE1"	1
"M4"	"MAP kinase activation in TLR cascade"	"MAP kinase activation in TLR cascade"	"1/58"	"56/7644"	0.348238456492573	0.606814348178189	0.493364375777239	"FOS"	1
"M4"	"SCF(Skp2)-mediated degradation of p27/p21"	"SCF(Skp2)-mediated degradation of p27/p21"	"1/58"	"56/7644"	0.348238456492573	0.606814348178189	0.493364375777239	"CDKN1A"	1
"M4"	"Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants"	"Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants"	"1/58"	"57/7644"	0.353220292223125	0.606814348178189	0.493364375777239	"MYC"	1
"M4"	"Constitutive Signaling by NOTCH1 PEST Domain Mutants"	"Constitutive Signaling by NOTCH1 PEST Domain Mutants"	"1/58"	"57/7644"	0.353220292223125	0.606814348178189	0.493364375777239	"MYC"	1
"M4"	"p53-Dependent G1 DNA Damage Response"	"p53-Dependent G1 DNA Damage Response"	"1/58"	"57/7644"	0.353220292223125	0.606814348178189	0.493364375777239	"CDKN1A"	1
"M4"	"p53-Dependent G1/S DNA damage checkpoint"	"p53-Dependent G1/S DNA damage checkpoint"	"1/58"	"57/7644"	0.353220292223125	0.606814348178189	0.493364375777239	"CDKN1A"	1
"M4"	"DNA Damage/Telomere Stress Induced Senescence"	"DNA Damage/Telomere Stress Induced Senescence"	"1/58"	"58/7644"	0.35816470016448	0.607519871165067	0.493937994230829	"CDKN1A"	1
"M4"	"formation of the beta-catenin:TCF transactivating complex"	"formation of the beta-catenin:TCF transactivating complex"	"1/58"	"58/7644"	0.35816470016448	0.607519871165067	0.493937994230829	"MYC"	1
"M4"	"G1/S DNA Damage Checkpoints"	"G1/S DNA Damage Checkpoints"	"1/58"	"60/7644"	0.367942335846836	0.620179534634919	0.504230807813937	"CDKN1A"	1
"M4"	"Signaling by PDGF"	"Signaling by PDGF"	"2/58"	"184/7644"	0.408989813561695	0.660039799679234	0.536638800210532	"CDKN1A/COL4A1"	2
"M4"	"NCAM signaling for neurite out-growth"	"NCAM signaling for neurite out-growth"	"1/58"	"70/7644"	0.41467682125267	0.660039799679234	0.536638800210532	"COL4A1"	1
"M4"	"Orc1 removal from chromatin"	"Orc1 removal from chromatin"	"1/58"	"70/7644"	0.41467682125267	0.660039799679234	0.536638800210532	"CDKN1A"	1
"M4"	"Switching of origins to a post-replicative state"	"Switching of origins to a post-replicative state"	"1/58"	"70/7644"	0.41467682125267	0.660039799679234	0.536638800210532	"CDKN1A"	1
"M4"	"G alpha (q) signalling events"	"G alpha (q) signalling events"	"2/58"	"189/7644"	0.422263957063727	0.660039799679234	0.536638800210532	"GPR4/OXTR"	2
"M4"	"FBXW7 Mutants and NOTCH1 in Cancer"	"FBXW7 Mutants and NOTCH1 in Cancer"	"1/58"	"72/7644"	0.423607632629956	0.660039799679234	0.536638800210532	"MYC"	1
"M4"	"Removal of licensing factors from origins"	"Removal of licensing factors from origins"	"1/58"	"72/7644"	0.423607632629956	0.660039799679234	0.536638800210532	"CDKN1A"	1
"M4"	"Signaling by NOTCH1"	"Signaling by NOTCH1"	"1/58"	"72/7644"	0.423607632629956	0.660039799679234	0.536638800210532	"MYC"	1
"M4"	"Signaling by NOTCH1 HD Domain Mutants in Cancer"	"Signaling by NOTCH1 HD Domain Mutants in Cancer"	"1/58"	"72/7644"	0.423607632629956	0.660039799679234	0.536638800210532	"MYC"	1
"M4"	"Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer"	"Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer"	"1/58"	"72/7644"	0.423607632629956	0.660039799679234	0.536638800210532	"MYC"	1
"M4"	"Signaling by NOTCH1 in Cancer"	"Signaling by NOTCH1 in Cancer"	"1/58"	"72/7644"	0.423607632629956	0.660039799679234	0.536638800210532	"MYC"	1
"M4"	"Signaling by NOTCH1 PEST Domain Mutants in Cancer"	"Signaling by NOTCH1 PEST Domain Mutants in Cancer"	"1/58"	"72/7644"	0.423607632629956	0.660039799679234	0.536638800210532	"MYC"	1
"M4"	"Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant"	"Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant"	"1/58"	"72/7644"	0.423607632629956	0.660039799679234	0.536638800210532	"MYC"	1
"M4"	"Regulation of DNA replication"	"Regulation of DNA replication"	"1/58"	"75/7644"	0.43675330888431	0.672700498741351	0.54693245577164	"CDKN1A"	1
"M4"	"TRAF6 Mediated Induction of proinflammatory cytokines"	"TRAF6 Mediated Induction of proinflammatory cytokines"	"1/58"	"75/7644"	0.43675330888431	0.672700498741351	0.54693245577164	"FOS"	1
"M4"	"FCERI mediated MAPK activation"	"FCERI mediated MAPK activation"	"1/58"	"77/7644"	0.445352934708848	0.680756682893311	0.55348245624083	"FOS"	1
"M4"	"Metabolism of nucleotides"	"Metabolism of nucleotides"	"1/58"	"78/7644"	0.449604227134761	0.680756682893311	0.55348245624083	"TYMP"	1
"M4"	"Transcriptional regulation of white adipocyte differentiation"	"Transcriptional regulation of white adipocyte differentiation"	"1/58"	"78/7644"	0.449604227134761	0.680756682893311	0.55348245624083	"ANGPTL4"	1
"M4"	"Unfolded Protein Response (UPR)"	"Unfolded Protein Response (UPR)"	"1/58"	"82/7644"	0.466291479343258	0.689991748116432	0.560990934250202	"CCL2"	1
"M4"	"Signaling by the B Cell Receptor (BCR)"	"Signaling by the B Cell Receptor (BCR)"	"2/58"	"209/7644"	0.473813682925584	0.689991748116432	0.560990934250202	"CDKN1A/PIK3AP1"	2
"M4"	"Constitutive PI3K/AKT Signaling in Cancer"	"Constitutive PI3K/AKT Signaling in Cancer"	"1/58"	"86/7644"	0.48248125907269	0.689991748116432	0.560990934250202	"CDKN1A"	1
"M4"	"MyD88 cascade initiated on plasma membrane"	"MyD88 cascade initiated on plasma membrane"	"1/58"	"86/7644"	0.48248125907269	0.689991748116432	0.560990934250202	"FOS"	1
"M4"	"Regulation of mRNA stability by proteins that bind AU-rich elements"	"Regulation of mRNA stability by proteins that bind AU-rich elements"	"1/58"	"86/7644"	0.48248125907269	0.689991748116432	0.560990934250202	"ZFP36"	1
"M4"	"Toll Like Receptor 10 (TLR10) Cascade"	"Toll Like Receptor 10 (TLR10) Cascade"	"1/58"	"86/7644"	0.48248125907269	0.689991748116432	0.560990934250202	"FOS"	1
"M4"	"Toll Like Receptor 5 (TLR5) Cascade"	"Toll Like Receptor 5 (TLR5) Cascade"	"1/58"	"86/7644"	0.48248125907269	0.689991748116432	0.560990934250202	"FOS"	1
"M4"	"TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation"	"TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation"	"1/58"	"86/7644"	0.48248125907269	0.689991748116432	0.560990934250202	"FOS"	1
"M4"	"Class B/2 (Secretin family receptors)"	"Class B/2 (Secretin family receptors)"	"1/58"	"87/7644"	0.486452691591053	0.689991748116432	0.560990934250202	"ADM"	1
"M4"	"MyD88 dependent cascade initiated on endosome"	"MyD88 dependent cascade initiated on endosome"	"1/58"	"88/7644"	0.490394168882004	0.689991748116432	0.560990934250202	"FOS"	1
"M4"	"Toll Like Receptor 7/8 (TLR7/8) Cascade"	"Toll Like Receptor 7/8 (TLR7/8) Cascade"	"1/58"	"88/7644"	0.490394168882004	0.689991748116432	0.560990934250202	"FOS"	1
"M4"	"Gastrin-CREB signalling pathway via PKC and MAPK"	"Gastrin-CREB signalling pathway via PKC and MAPK"	"2/58"	"217/7644"	0.493677514603281	0.689991748116432	0.560990934250202	"GPR4/OXTR"	2
"M4"	"Oxidative Stress Induced Senescence"	"Oxidative Stress Induced Senescence"	"1/58"	"91/7644"	0.50204108140129	0.689991748116432	0.560990934250202	"FOS"	1
"M4"	"Toll Like Receptor 9 (TLR9) Cascade"	"Toll Like Receptor 9 (TLR9) Cascade"	"1/58"	"92/7644"	0.505864941758595	0.689991748116432	0.560990934250202	"FOS"	1
"M4"	"HIV Infection"	"HIV Infection"	"2/58"	"227/7644"	0.517854281469285	0.689991748116432	0.560990934250202	"HLA-A/HCK"	2
"M4"	"Synthesis of DNA"	"Synthesis of DNA"	"1/58"	"97/7644"	0.524555582545544	0.689991748116432	0.560990934250202	"CDKN1A"	1
"M4"	"PI-3K cascade"	"PI-3K cascade"	"1/58"	"100/7644"	0.535434604626762	0.689991748116432	0.560990934250202	"CDKN1A"	1
"M4"	"PI3K events in ERBB2 signaling"	"PI3K events in ERBB2 signaling"	"1/58"	"100/7644"	0.535434604626762	0.689991748116432	0.560990934250202	"CDKN1A"	1
"M4"	"PI3K events in ERBB4 signaling"	"PI3K events in ERBB4 signaling"	"1/58"	"100/7644"	0.535434604626762	0.689991748116432	0.560990934250202	"CDKN1A"	1
"M4"	"PI3K/AKT Signaling in Cancer"	"PI3K/AKT Signaling in Cancer"	"1/58"	"100/7644"	0.535434604626762	0.689991748116432	0.560990934250202	"CDKN1A"	1
"M4"	"PIP3 activates AKT signaling"	"PIP3 activates AKT signaling"	"1/58"	"100/7644"	0.535434604626762	0.689991748116432	0.560990934250202	"CDKN1A"	1
"M4"	"O-linked glycosylation"	"O-linked glycosylation"	"1/58"	"103/7644"	0.546068890351162	0.689991748116432	0.560990934250202	"ADAMTS9"	1
"M4"	"PI3K/AKT activation"	"PI3K/AKT activation"	"1/58"	"103/7644"	0.546068890351162	0.689991748116432	0.560990934250202	"CDKN1A"	1
"M4"	"GAB1 signalosome"	"GAB1 signalosome"	"1/58"	"104/7644"	0.549560205078603	0.689991748116432	0.560990934250202	"CDKN1A"	1
"M4"	"DNA Replication"	"DNA Replication"	"1/58"	"105/7644"	0.553025126577999	0.689991748116432	0.560990934250202	"CDKN1A"	1
"M4"	"VEGFA-VEGFR2 Pathway"	"VEGFA-VEGFR2 Pathway"	"1/58"	"105/7644"	0.553025126577999	0.689991748116432	0.560990934250202	"NCF2"	1
"M4"	"PPARA activates gene expression"	"PPARA activates gene expression"	"1/58"	"111/7644"	0.573271277024338	0.689991748116432	0.560990934250202	"ANGPTL4"	1
