"Module"	"Gene1"	"Gene2"
"M3"	"STXBP3"	"SLC4A10"
"M3"	"TGFBRAP1"	"NAP1L2"
"M3"	"STAP1"	"NXPH1"
"M3"	"PLVAP"	"GLRB"
"M3"	"HIRA"	"NAP1L3"
"M3"	"ATP6V1A"	"ATP1B1"
"M3"	"MPP7"	"SFXN1"
"M3"	"MPP7"	"ABLIM1"
"M3"	"MPP7"	"SRP54"
"M3"	"MPP7"	"DIP2B"
"M3"	"TSHZ2"	"SEL1L"
"M3"	"TSHZ2"	"RAB5B"
"M3"	"TSHZ2"	"CNTFR"
"M3"	"TSHZ2"	"HPRT1"
"M3"	"TSHZ2"	"SLA"
"M3"	"TSHZ2"	"REG1A"
"M3"	"TSHZ2"	"PPL"
"M3"	"TSHZ2"	"APBB1IP"
"M3"	"TSHZ2"	"CHD6"
"M3"	"TSHZ2"	"ARL13A"
"M3"	"TSHZ2"	"FOLR3"
"M3"	"TSHZ2"	"KIF20A"
"M3"	"TSHZ2"	"PSMB7"
"M3"	"TSHZ2"	"KIFC1"
"M3"	"TSHZ2"	"SLC1A1"
"M3"	"TSHZ2"	"PAX2"
"M3"	"TSHZ2"	"MCFD2"
"M3"	"TSHZ2"	"CTAGE1"
"M3"	"TSHZ2"	"ADH7"
"M3"	"TSHZ2"	"GNGT1"
"M3"	"TSHZ2"	"CPNE4"
"M3"	"TSHZ2"	"KCTD1"
"M3"	"GDF5"	"EEA1"
"M3"	"ERLIN2"	"ARFGEF2"
"M3"	"DENR"	"NAP1L3"
"M3"	"LPA"	"LRRC40"
"M3"	"MOCS3"	"GLRB"
"M3"	"CCM2"	"CDKL2"
"M3"	"KNSTRN"	"MED12L"
"M3"	"CEP57"	"EEA1"
"M3"	"MATK"	"NAP1L3"
"M3"	"SYNJ1"	"BCL3"
"M3"	"SYNJ1"	"TBC1D10A"
"M3"	"SYNJ1"	"RDH11"
"M3"	"SYNJ1"	"SNAP91"
"M3"	"SYNJ1"	"TBC1D20"
"M3"	"KPNA3"	"NAP1L2"
"M3"	"ARFGEF2"	"LEP"
"M3"	"ARFGEF2"	"A1BG"
"M3"	"ARFGEF2"	"FOLR3"
"M3"	"ARFGEF2"	"KRT2"
"M3"	"ARFGEF2"	"DNAJC21"
"M3"	"SSBP3"	"SLC25A25"
"M3"	"EPS8L2"	"EPHA3"
"M3"	"PRKAB2"	"WDR17"
"M3"	"SIPA1L3"	"WDR17"
"M3"	"SEL1L"	"SEC24A"
"M3"	"CBX6"	"SCN1A"
"M3"	"ZNF626"	"TASP1"
"M3"	"FBN1"	"NAP1L2"
"M3"	"ANAPC7"	"NAP1L2"
"M3"	"SETD1A"	"NAP1L2"
"M3"	"RGL2"	"NBEA"
"M3"	"IRF2BPL"	"NAP1L2"
"M3"	"ITGB3"	"SLC39A10"
"M3"	"CTBS"	"MED12L"
"M3"	"CTBS"	"WDR17"
"M3"	"CTBS"	"NAP1L2"
"M3"	"CTBS"	"SLC39A10"
"M3"	"CTBS"	"ANKRD36C"
"M3"	"RAB5B"	"WDR17"
"M3"	"RAB5B"	"NAP1L2"
"M3"	"HERC6"	"ZDBF2"
"M3"	"FIG4"	"ZDBF2"
"M3"	"G3BP2"	"KHSRP"
"M3"	"G3BP2"	"ATP6V1H"
"M3"	"TPTE2"	"MED12L"
"M3"	"ABHD5"	"MED12L"
"M3"	"APOH"	"MED12L"
"M3"	"SNX33"	"EPHA3"
"M3"	"PRR5L"	"NCR3LG1"
"M3"	"NUP43"	"CDKL2"
"M3"	"ABR"	"QPCT"
"M3"	"DR1"	"CDKL2"
"M3"	"SCN1A"	"CD79B"
"M3"	"SCN1A"	"NHLH2"
"M3"	"SCN1A"	"MLLT6"
"M3"	"SCN1A"	"BIRC7"
"M3"	"SCN1A"	"RHD"
"M3"	"SCN1A"	"IKZF1"
"M3"	"SCN1A"	"VDAC2"
"M3"	"SCN1A"	"SGCD"
"M3"	"SCN1A"	"GAB1"
"M3"	"SCN1A"	"MAML3"
"M3"	"SCN1A"	"CCNO"
"M3"	"SCN1A"	"RAD51C"
"M3"	"SCN1A"	"NUDT7"
"M3"	"SCN1A"	"NOTCH1"
"M3"	"SCN1A"	"TTLL5"
"M3"	"SCN1A"	"ARL6IP1"
"M3"	"SCN1A"	"WSB2"
"M3"	"SCN1A"	"IL2RA"
"M3"	"SCN1A"	"KIF20B"
"M3"	"SCN1A"	"RIC8B"
"M3"	"SCN1A"	"BIN2"
"M3"	"SCN1A"	"MYL12B"
"M3"	"SCN1A"	"SEMA3F"
"M3"	"SCN1A"	"DNAJC5"
"M3"	"SCN1A"	"SLC1A1"
"M3"	"SCN1A"	"LNPEP"
"M3"	"SCN1A"	"CSDC2"
"M3"	"SCN1A"	"PJA1"
"M3"	"SCN1A"	"FHL1"
"M3"	"SCN1A"	"ZNF141"
"M3"	"SCN1A"	"SAP130"
"M3"	"SCN1A"	"TMEM109"
"M3"	"SCN1A"	"CDK13"
"M3"	"SCN1A"	"RIPK4"
"M3"	"SCN1A"	"ANKRD53"
"M3"	"SCN1A"	"GPN1"
"M3"	"SCN1A"	"TIMP3"
"M3"	"SCN1A"	"GIMAP4"
"M3"	"SCN1A"	"ZNF730"
"M3"	"SCN1A"	"PRSS3"
"M3"	"SCN1A"	"SAT2"
"M3"	"SCN1A"	"TAOK1"
"M3"	"SCN1A"	"CAPNS2"
"M3"	"SCN1A"	"THOC7"
"M3"	"SCN1A"	"CBFA2T3"
"M3"	"SCN1A"	"HSPB2"
"M3"	"SCN1A"	"NAA10"
"M3"	"SCN1A"	"SMCO4"
"M3"	"SCN1A"	"PSMG2"
"M3"	"SCN1A"	"LYRM7"
"M3"	"SCN1A"	"LOR"
"M3"	"SCN1A"	"MBLAC2"
"M3"	"SCN1A"	"LAMTOR1"
"M3"	"SCN1A"	"RCL1"
"M3"	"SCN1A"	"RPL30"
"M3"	"SCN1A"	"EXT2"
"M3"	"SCN1A"	"DOC2B"
"M3"	"SCN1A"	"STRIP1"
"M3"	"SCN1A"	"FUCA2"
"M3"	"SCN1A"	"CSMD1"
"M3"	"SCN1A"	"ICMT"
"M3"	"SCN1A"	"CEP290"
"M3"	"SCN1A"	"SIGLEC7"
"M3"	"SCN1A"	"GLRA3"
"M3"	"SCN1A"	"ALOX12"
"M3"	"SCN1A"	"PLB1"
"M3"	"SCN1A"	"MYLK2"
"M3"	"SCN1A"	"ZDHHC13"
"M3"	"SCN1A"	"TBX3"
"M3"	"SCN1A"	"AP5Z1"
"M3"	"SCN1A"	"ZNF763"
"M3"	"SCN1A"	"NPPC"
"M3"	"SCN1A"	"SNAPC5"
"M3"	"SCN1A"	"ALS2CR11"
"M3"	"SCN1A"	"CYP4V2"
"M3"	"SCN1A"	"USP5"
"M3"	"SCN1A"	"PXDNL"
"M3"	"SCN1A"	"PRKAR1A"
"M3"	"SCN1A"	"PUM1"
"M3"	"SCN1A"	"PLXNB2"
"M3"	"SCN1A"	"OSBPL2"
"M3"	"SCN1A"	"ZNF688"
"M3"	"SCN1A"	"SERPINB2"
"M3"	"SCN1A"	"UGT2B7"
"M3"	"SCN1A"	"CACNA2D3"
"M3"	"SCN1A"	"PRR7"
"M3"	"FLT4"	"CDKL2"
"M3"	"MYL9"	"ZBTB41"
"M3"	"ERI3"	"ZBTB41"
"M3"	"CNTFR"	"CDKL2"
"M3"	"CNTFR"	"ZBTB41"
"M3"	"GNG5"	"ZBTB41"
"M3"	"HPRT1"	"NCR3LG1"
"M3"	"HPRT1"	"NAP1L2"
"M3"	"HPRT1"	"ZBTB41"
"M3"	"MLLT6"	"GLRB"
"M3"	"BIRC7"	"NAP1L2"
"M3"	"BIRC7"	"GLRB"
"M3"	"ATP6V0A1"	"GLRB"
"M3"	"CA9"	"GLRB"
"M3"	"RP2"	"GLRB"
"M3"	"MSC"	"GLRB"
"M3"	"ZNRF4"	"GLRB"
"M3"	"ATL2"	"GLRB"
"M3"	"INTS4"	"GLRB"
"M3"	"NUDT7"	"GLRB"
"M3"	"PPIL2"	"GLRB"
"M3"	"NOTCH1"	"NAP1L2"
"M3"	"NOTCH1"	"GLRB"
"M3"	"GTF2E1"	"NAP1L2"
"M3"	"GTF2E1"	"GLRB"
"M3"	"ELMSAN1"	"GLRB"
"M3"	"TTLL5"	"NAP1L2"
"M3"	"TTLL5"	"GLRB"
"M3"	"ULBP2"	"NAP1L2"
"M3"	"ULBP2"	"GLRB"
"M3"	"CAMK1"	"KITLG"
"M3"	"EHD1"	"SCYL2"
"M3"	"TIA1"	"MACROD2"
"M3"	"MRTO4"	"EPHA3"
"M3"	"HAO2"	"NAP1L2"
"M3"	"HAO2"	"TASP1"
"M3"	"MBP"	"GLRB"
"M3"	"SNAPC4"	"NAP1L2"
"M3"	"SLA"	"CDKL2"
"M3"	"SH3BP5"	"RIN1"
"M3"	"SH3BP5"	"FBXW8"
"M3"	"SH3BP5"	"BROX"
"M3"	"SH3BP5"	"CD46"
"M3"	"SH3BP5"	"LAMTOR4"
"M3"	"SH3BP5"	"AKT3"
"M3"	"SH3BP5"	"SDCCAG8"
"M3"	"SH3BP5"	"KRT19"
"M3"	"SH3BP5"	"UBE2H"
"M3"	"SH3BP5"	"INSIG2"
"M3"	"SH3BP5"	"PRKACB"
"M3"	"GATA3"	"CMPK2"
"M3"	"CRB2"	"SLC6A15"
"M3"	"CNRIP1"	"CMPK2"
"M3"	"CD28"	"SLC6A15"
"M3"	"SCHIP1"	"CMPK2"
"M3"	"XRCC6"	"TTC33"
"M3"	"CLDN1"	"SLC6A15"
"M3"	"TRIM3"	"TASP1"
"M3"	"CD36"	"NAP1L2"
"M3"	"CREBZF"	"NAP1L2"
"M3"	"STON2"	"NAP1L2"
"M3"	"PROSER1"	"NAP1L2"
"M3"	"PROSER1"	"CADM2"
"M3"	"CDH8"	"CMPK2"
"M3"	"CDH8"	"NAP1L2"
"M3"	"NDUFA9"	"NAP1L2"
"M3"	"PSME3"	"TTC33"
"M3"	"OLIG3"	"THBS1"
"M3"	"OLIG3"	"NAP1L2"
"M3"	"MRGBP"	"NAP1L2"
"M3"	"DPY30"	"NAP1L2"
"M3"	"KDM3B"	"NAP1L2"
"M3"	"RRAS"	"NAP1L2"
"M3"	"CASP3"	"NAP1L2"
"M3"	"SDCCAG8"	"NAP1L2"
"M3"	"DLC1"	"NAP1L2"
"M3"	"DTNA"	"SLC6A15"
"M3"	"KPNA2"	"SLC25A25"
"M3"	"KPNA2"	"NAP1L2"
"M3"	"FGFR1OP"	"KCNA6"
"M3"	"SLC12A2"	"NAP1L2"
"M3"	"LAT2"	"KCNA6"
"M3"	"NBN"	"NAP1L2"
"M3"	"ABCE1"	"NAP1L2"
"M3"	"ABCE1"	"GLRB"
"M3"	"ARPC1B"	"NAP1L2"
"M3"	"NRARP"	"NAP1L2"
"M3"	"EEF1A2"	"NAP1L2"
"M3"	"RMND5A"	"NAP1L2"
"M3"	"EIF3I"	"NAP1L2"
"M3"	"PI4KB"	"CMPK2"
"M3"	"TSNAX"	"KCNA6"
"M3"	"TSNAX"	"NAP1L2"
"M3"	"MYO10"	"NAP1L2"
"M3"	"FBLIM1"	"NAP1L2"
"M3"	"PIP5KL1"	"NAP1L2"
"M3"	"GATA5"	"NAP1L2"
"M3"	"GATA5"	"ZBTB41"
"M3"	"MST1R"	"NAP1L2"
"M3"	"SLC7A7"	"MBTPS2"
"M3"	"SLC7A7"	"CMPK2"
"M3"	"PLCB1"	"CHRM3"
"M3"	"PLCB1"	"TUBD1"
"M3"	"PLCB1"	"SLC3A2"
"M3"	"PLCB1"	"HADHB"
"M3"	"PLCB1"	"CD79A"
"M3"	"PLCB1"	"TAF5L"
"M3"	"PLCB1"	"GNA13"
"M3"	"PLCB1"	"SUCLG2"
"M3"	"PLCB1"	"ELP5"
"M3"	"PLCB1"	"IL13"
"M3"	"PLCB1"	"SLC25A27"
"M3"	"PLCB1"	"CTSW"
"M3"	"REG1A"	"NAP1L2"
"M3"	"PRKAA1"	"TASP1"
"M3"	"CDH3"	"NAP1L2"
"M3"	"NCK1"	"CDKL2"
"M3"	"COPS7B"	"NAP1L2"
"M3"	"NEDD8"	"KCNA6"
"M3"	"USP33"	"NAP1L2"
"M3"	"HOXA10"	"GPR63"
"M3"	"HOXA10"	"NAP1L2"
"M3"	"PPP1R1B"	"NAP1L2"
"M3"	"CCR4"	"NAP1L2"
"M3"	"APBB1IP"	"ZBTB41"
"M3"	"CASP8"	"ZNF711"
"M3"	"N4BP2"	"ZBTB41"
"M3"	"GTF3A"	"NAP1L2"
"M3"	"GTF3A"	"ZBTB41"
"M3"	"DET1"	"ZBTB41"
"M3"	"F10"	"ZBTB41"
"M3"	"CHD6"	"ZBTB41"
"M3"	"ARL4A"	"ZBTB41"
"M3"	"CLIC2"	"ZBTB41"
"M3"	"XAF1"	"ZBTB41"
"M3"	"TFAP2B"	"CADM2"
"M3"	"PVR"	"CADM2"
"M3"	"FILIP1"	"CADM2"
"M3"	"FRK"	"SLC39A10"
"M3"	"CARF"	"CADM2"
"M3"	"FCER1A"	"SLC39A10"
"M3"	"CFP"	"SLC39A10"
"M3"	"SLC31A1"	"SLC39A10"
"M3"	"SLC31A1"	"ZBTB41"
"M3"	"CSTA"	"CDKL2"
"M3"	"CSTA"	"SLC39A10"
"M3"	"ARL13A"	"NAP1L2"
"M3"	"ARL13A"	"SLC39A10"
"M3"	"ONECUT2"	"GPR63"
"M3"	"HAGH"	"GPR63"
"M3"	"SHC2"	"GPR63"
"M3"	"SHC2"	"NAP1L2"
"M3"	"CCL5"	"GPR63"
"M3"	"CCL5"	"NAP1L2"
"M3"	"MAPK8IP1"	"NAP1L2"
"M3"	"PER1"	"NAP1L2"
"M3"	"PSCA"	"NAP1L2"
"M3"	"AMMECR1L"	"NAP1L2"
"M3"	"BEND3"	"NAP1L2"
"M3"	"PEX2"	"NAP1L2"
"M3"	"DPM1"	"NAP1L2"
"M3"	"TBXA2R"	"NAP1L2"
"M3"	"SORL1"	"NAP1L2"
"M3"	"TRIB2"	"NAP1L2"
"M3"	"IRX4"	"NAP1L2"
"M3"	"PBK"	"NAP1L2"
"M3"	"ARL6IP1"	"NAP1L2"
"M3"	"HMGCR"	"NAP1L2"
"M3"	"VIP"	"NAP1L2"
"M3"	"GABRR1"	"NAP1L2"
"M3"	"ANKS1A"	"NAP1L2"
"M3"	"DUSP7"	"NAP1L2"
"M3"	"ZNF165"	"NAP1L2"
"M3"	"FAM71F1"	"NAP1L2"
"M3"	"CXCR4"	"NAP1L2"
"M3"	"EPHA1"	"NAP1L2"
"M3"	"WSB2"	"NAP1L2"
"M3"	"TFF3"	"NAP1L2"
"M3"	"WDR48"	"NAP1L2"
"M3"	"VASP"	"NAP1L2"
"M3"	"VASP"	"SLC39A10"
"M3"	"GRIN2A"	"NAP1L2"
"M3"	"PSIP1"	"NAP1L2"
"M3"	"SMARCE1"	"SLC25A25"
"M3"	"SMARCE1"	"NAP1L2"
"M3"	"PCBP1"	"NAP1L2"
"M3"	"ADAM10"	"NAP1L2"
"M3"	"MED12L"	"DSN1"
"M3"	"MED12L"	"MARCH4"
"M3"	"MED12L"	"NFIX"
"M3"	"MED12L"	"TUBA3C"
"M3"	"MED12L"	"UBQLN2"
"M3"	"MED12L"	"SEC13"
"M3"	"MED12L"	"ELAVL1"
"M3"	"MED12L"	"ROBO4"
"M3"	"MED12L"	"CDK1"
"M3"	"TBL1X"	"PLAGL1"
"M3"	"RABL6"	"PLAGL1"
"M3"	"SUFU"	"GLRB"
"M3"	"RBM11"	"KITLG"
"M3"	"SGCE"	"SLC4A7"
"M3"	"THOC6"	"SEMA3C"
"M3"	"NAGPA"	"NCR3LG1"
"M3"	"SGMS1"	"SEC24A"
"M3"	"SCOC"	"TUBB"
"M3"	"PCNP"	"NCR3LG1"
"M3"	"CACNA1B"	"SEC24A"
"M3"	"GPR12"	"SEC24A"
"M3"	"NAT10"	"PLAGL1"
"M3"	"ATP1A3"	"SEC24A"
"M3"	"COLGALT1"	"NCR3LG1"
"M3"	"PDE4A"	"NAP1L2"
"M3"	"PFN2"	"MACROD2"
"M3"	"PFN2"	"NAP1L2"
"M3"	"PFN2"	"SEC24A"
"M3"	"RHOH"	"SLC39A10"
"M3"	"RHOH"	"SEC24A"
"M3"	"ZNF2"	"NCR3LG1"
"M3"	"NXF1"	"NCR3LG1"
"M3"	"EPHA3"	"PRKG2"
"M3"	"EPHA3"	"MIA3"
"M3"	"EPHA3"	"ARHGEF28"
"M3"	"EPHA3"	"ELANE"
"M3"	"EPHA3"	"GNL3"
"M3"	"EPHA3"	"VDAC3"
"M3"	"EPHA3"	"CXCL9"
"M3"	"AGRN"	"NAP1L2"
"M3"	"NVL"	"KLHL28"
"M3"	"SLC3A2"	"CDKL2"
"M3"	"ITIH2"	"SEMA3C"
"M3"	"NLGN2"	"SEMA3C"
"M3"	"RPS10"	"SEMA3C"
"M3"	"CHMP3"	"SEMA3C"
"M3"	"CDKN2A"	"KCNA6"
"M3"	"CITED2"	"PICK1"
"M3"	"CITED2"	"SESN2"
"M3"	"CITED2"	"INCA1"
"M3"	"CITED2"	"MET"
"M3"	"CITED2"	"SLC5A3"
"M3"	"SLC2A4"	"SLC39A10"
"M3"	"FUT4"	"SLC39A10"
"M3"	"WDR26"	"SLC39A10"
"M3"	"TLE4"	"SEC23A"
"M3"	"TLE4"	"NAP1L2"
"M3"	"SLC6A15"	"FOLR3"
"M3"	"SLC6A15"	"AP1G2"
"M3"	"SLC6A15"	"SPC24"
"M3"	"ACTR2"	"PLAGL1"
"M3"	"RAG2"	"PLAGL1"
"M3"	"ZNF711"	"POLR2K"
"M3"	"ZNF711"	"PGAM2"
"M3"	"ZNF711"	"EFNA4"
"M3"	"VPS37B"	"SEC23A"
"M3"	"VPS37B"	"PLAGL1"
"M3"	"CACNG2"	"PLAGL1"
"M3"	"TRIM27"	"ECT2"
"M3"	"USP17L2"	"PLAGL1"
"M3"	"MCRS1"	"NAP1L2"
"M3"	"CDC14A"	"NAP1L2"
"M3"	"SGOL2"	"NCR3LG1"
"M3"	"SGOL2"	"NAP1L2"
"M3"	"TARBP2"	"NAP1L2"
"M3"	"RIC8A"	"SLC25A46"
"M3"	"CELSR3"	"SCN3A"
"M3"	"SRP19"	"SCN3A"
"M3"	"CEP85"	"SCN3A"
"M3"	"TIMP2"	"SCN3A"
"M3"	"BMP2K"	"WDR12"
"M3"	"BMP2K"	"INPP5B"
"M3"	"DOCK9"	"NAP1L3"
"M3"	"ATP6V0D2"	"ECT2"
"M3"	"FOLR3"	"SCN3A"
"M3"	"FOLR3"	"GPR63"
"M3"	"FOLR3"	"SLC4A10"
"M3"	"FOLR3"	"CMPK2"
"M3"	"FOLR3"	"NAP1L2"
"M3"	"FOLR3"	"ITFG1"
"M3"	"HERPUD2"	"LYPLA1"
"M3"	"TWISTNB"	"LYPLA1"
"M3"	"CHD8"	"ECT2"
"M3"	"ERBB3"	"TASP1"
"M3"	"ERBB3"	"SHANK1"
"M3"	"MNT"	"LYPLA1"
"M3"	"CTSG"	"ECT2"
"M3"	"SRXN1"	"ECT2"
"M3"	"PIM2"	"ECT2"
"M3"	"HSPA2"	"MACROD2"
"M3"	"PSMB7"	"NCR3LG1"
"M3"	"IL1RAP"	"KCNA6"
"M3"	"C1orf94"	"NAP1L2"
"M3"	"CHMP2A"	"NAP1L2"
"M3"	"TSGA10"	"EEA1"
"M3"	"CYP11A1"	"NAP1L2"
"M3"	"BAIAP2L1"	"NAP1L2"
"M3"	"BAIAP2L1"	"SEC24A"
"M3"	"HTR1D"	"GPR63"
"M3"	"KIFC1"	"KCNA6"
"M3"	"RIMS4"	"PTGS2"
"M3"	"RIMS4"	"MACROD2"
"M3"	"RIMS4"	"B3GALT2"
"M3"	"SRR"	"NAP1L2"
"M3"	"C19orf25"	"SEC24A"
"M3"	"TUBA1B"	"TUBG1"
"M3"	"TUBA1B"	"POF1B"
"M3"	"TUBA1B"	"TATDN1"
"M3"	"TUBA1B"	"KYNU"
"M3"	"TSC22D3"	"NAP1L3"
"M3"	"UBE2Q1"	"SEC23A"
"M3"	"SEC23A"	"FGA"
"M3"	"SEC23A"	"RPL37"
"M3"	"SEC23A"	"FABP1"
"M3"	"SEC23A"	"AHCY"
"M3"	"SEC23A"	"KLHL13"
"M3"	"TUBB"	"KCNJ5"
"M3"	"TUBB"	"PRKACB"
"M3"	"RELA"	"CDKL2"
"M3"	"RELA"	"SHANK1"
"M3"	"DDX3Y"	"PLAGL1"
"M3"	"EEA1"	"GDI1"
"M3"	"EEA1"	"CRNKL1"
"M3"	"EEA1"	"EMILIN3"
"M3"	"RPS12"	"PLAGL1"
"M3"	"CNPY2"	"NCR3LG1"
"M3"	"CRYBB1"	"PLAGL1"
"M3"	"CCDC12"	"HSPA13"
"M3"	"RPS6KC1"	"B3GALT2"
"M3"	"CSRNP3"	"NBEAL2"
"M3"	"RTN4IP1"	"ZDBF2"
"M3"	"PSEN1"	"ATL1"
"M3"	"BRCA2"	"PTGS2"
"M3"	"SCLT1"	"NCR3LG1"
"M3"	"MRPS25"	"THBS1"
"M3"	"PANK4"	"STAT1"
"M3"	"CDK19"	"PLAGL1"
"M3"	"INSIG2"	"CDKL2"
"M3"	"THBS1"	"JMJD6"
"M3"	"THBS1"	"HDAC10"
"M3"	"THBS1"	"NELFCD"
"M3"	"STXBP5"	"GPR142"
"M3"	"STXBP5"	"ZNF671"
"M3"	"CRYBB2"	"HSPA13"
"M3"	"ATG4B"	"CNTN3"
"M3"	"HSPA13"	"RNF39"
"M3"	"HSPA13"	"PTGER1"
"M3"	"HSPA13"	"SEPT7"
"M3"	"HSPA13"	"RFX5"
"M3"	"HSPA13"	"COA3"
"M3"	"PIK3R4"	"SEMA3E"
"M3"	"COL7A1"	"KITLG"
"M3"	"ISL1"	"SHANK1"
"M3"	"NFIX"	"CNTN3"
"M3"	"PLCB3"	"CNTN3"
"M3"	"SCN3A"	"SNCAIP"
"M3"	"SCN3A"	"CYP2C19"
"M3"	"SCN3A"	"UXS1"
"M3"	"SCN3A"	"RAD21L1"
"M3"	"PTGS2"	"ACY3"
"M3"	"PTGS2"	"BATF2"
"M3"	"PTGS2"	"GABRA6"
"M3"	"FGF10"	"PLAGL1"
"M3"	"SCYL2"	"DYRK1B"
"M3"	"SCYL2"	"TYSND1"
"M3"	"SCYL2"	"SMUG1"
"M3"	"TRAF4"	"KITLG"
"M3"	"MORF4L2"	"SHANK1"
"M3"	"WDR1"	"ZDBF2"
"M3"	"NUP62"	"KITLG"
"M3"	"RHOD"	"LYPLA1"
"M3"	"ZNF3"	"KITLG"
"M3"	"MRPS26"	"ZDBF2"
"M3"	"EXTL3"	"CCDC85A"
"M3"	"BGLAP"	"SHANK1"
"M3"	"PARP14"	"KITLG"
"M3"	"NOS1AP"	"SHANK1"
"M3"	"LRP4"	"ZDBF2"
"M3"	"CX3CR1"	"SEMA3E"
"M3"	"SEC23IP"	"ZDBF2"
"M3"	"WASF2"	"SHANK1"
"M3"	"GPI"	"SHANK1"
"M3"	"ARF6"	"SHANK1"
"M3"	"DLK1"	"SHANK1"
"M3"	"S100A16"	"SHANK1"
"M3"	"B4GALT1"	"SHANK1"
"M3"	"IMPDH1"	"ZDBF2"
"M3"	"AHI1"	"SHANK1"
"M3"	"POLR3H"	"CDKL2"
"M3"	"NKRF"	"ZDBF2"
"M3"	"NKRF"	"CDKL2"
"M3"	"CCNG2"	"PLAGL1"
"M3"	"SLITRK3"	"CDKL2"
"M3"	"IFNAR1"	"NAP1L3"
"M3"	"NAE1"	"SHANK1"
"M3"	"TGS1"	"CDKL2"
"M3"	"CHAF1B"	"CDKL2"
"M3"	"USP49"	"CDKL2"
"M3"	"RAB5A"	"KITLG"
"M3"	"TBC1D16"	"CDKL2"
"M3"	"TNPO2"	"CCDC85A"
"M3"	"SLC5A6"	"CDKL2"
"M3"	"HOXB9"	"SHANK1"
"M3"	"SAAL1"	"CDKL2"
"M3"	"CACNA1C"	"CDKL2"
"M3"	"TGDS"	"CDKL2"
"M3"	"F11R"	"SHANK1"
"M3"	"PSMD4"	"CDKL2"
"M3"	"C1QA"	"CDKL2"
"M3"	"IVL"	"CDKL2"
"M3"	"LCOR"	"CDKL2"
"M3"	"CPNE2"	"CDKL2"
"M3"	"OS9"	"CDKL2"
"M3"	"RNF125"	"PLAGL1"
"M3"	"MCFD2"	"SEC24A"
"M3"	"ELN"	"SEMA3E"
"M3"	"PLAGL1"	"KRT6C"
"M3"	"PLAGL1"	"SYNM"
"M3"	"PLAGL1"	"CNPPD1"
"M3"	"GFER"	"CNTN3"
"M3"	"KITLG"	"NAGS"
"M3"	"ZDBF2"	"GRPEL1"
"M3"	"PMP22"	"SHANK1"
"M3"	"ST13"	"SHANK1"
"M3"	"KCND2"	"AKAP7"
"M3"	"KCND2"	"TMEM74B"
"M3"	"TXNRD1"	"KLHL28"
"M3"	"GSPT1"	"NCR3LG1"
"M3"	"STK11"	"NCR3LG1"
"M3"	"RRP8"	"SLC4A10"
"M3"	"CHRAC1"	"NCR3LG1"
"M3"	"THRAP3"	"NCR3LG1"
"M3"	"LCP1"	"SHANK1"
"M3"	"CCP110"	"OSBPL8"
"M3"	"DDIT4L"	"ZBTB41"
"M3"	"TIPIN"	"ZBTB41"
"M4"	"IL1RL1"	"PTP4A1"
"M4"	"IL1RL1"	"SCN4A"
"M4"	"IL1RL1"	"MED9"
"M4"	"IL1RL1"	"TRAF3IP1"
"M4"	"IL1RL1"	"DLC1"
"M4"	"IL1RL1"	"PNP"
"M4"	"IL1RL1"	"CACNA1C"
"M4"	"IL1RL1"	"TRIM33"
"M4"	"IL1RL1"	"METTL9"
"M4"	"IL1RL1"	"KCNK17"
"M4"	"IL1RL1"	"MXD4"
"M4"	"IL1RL1"	"CRIPAK"
"M4"	"IL1RL1"	"EEF1A2"
"M4"	"IL1RL1"	"COLGALT1"
"M4"	"IL1RL1"	"ARL6"
"M4"	"IL1RL1"	"TGM3"
"M4"	"IL1RL1"	"N4BP2"
"M4"	"IL1RL1"	"POC1B"
"M4"	"SERPINA1"	"DICER1"
"M4"	"SERPINA1"	"ELF2"
"M4"	"SERPINA1"	"RPL13"
"M4"	"SERPINA1"	"POMC"
"M4"	"SERPINA1"	"FRMD4A"
"M4"	"SERPINA1"	"AMPD1"
"M4"	"SERPINA1"	"PLXNA1"
"M4"	"SERPINA1"	"MAPK8"
"M4"	"SERPINA1"	"ZNRF3"
"M4"	"SERPINA1"	"ADRB2"
"M4"	"SERPINA1"	"A1BG"
"M4"	"SERPINA1"	"CLASP2"
"M4"	"SERPINA1"	"PTP4A1"
"M4"	"SERPINA1"	"CEP97"
"M4"	"SERPINA1"	"EXOC7"
"M4"	"SERPINA1"	"NAP1L4"
"M4"	"SERPINA1"	"NKRF"
"M4"	"SERPINA1"	"CELF2"
"M4"	"SERPINA1"	"SREBF1"
"M4"	"SERPINA1"	"DR1"
"M4"	"SERPINA1"	"SEC61B"
"M4"	"SERPINA1"	"NUTM1"
"M4"	"SERPINA1"	"GNB5"
"M4"	"SMAD1"	"C1QC"
"M4"	"CENPC"	"RGS16"
"M4"	"UCN2"	"ALOX5"
"M4"	"CHMP5"	"SASH3"
"M4"	"RGS1"	"GIPC1"
"M4"	"RGS1"	"PTP4A1"
"M4"	"RGS1"	"FCGR2B"
"M4"	"RGS1"	"EPS8L2"
"M4"	"RGS1"	"CD99"
"M4"	"JUNB"	"NES"
"M4"	"JUNB"	"RBBP8"
"M4"	"JUNB"	"ID2"
"M4"	"JUNB"	"MYO5A"
"M4"	"JUNB"	"EXD2"
"M4"	"JUNB"	"UTY"
"M4"	"JUNB"	"NUP88"
"M4"	"JUNB"	"ADCY2"
"M4"	"JUNB"	"CDK3"
