"Module"	"Gene1"	"Gene2"
"M2"	"TES"	"TDG"
"M2"	"TES"	"TNFRSF8"
"M2"	"TES"	"NR2C2"
"M2"	"TES"	"ATRN"
"M2"	"SRR"	"USP53"
"M2"	"C19orf25"	"IL18R1"
"M2"	"C19orf25"	"SLC12A6"
"M2"	"C19orf25"	"C3AR1"
"M2"	"C19orf25"	"SEC24A"
"M2"	"C19orf25"	"SC5D"
"M2"	"CNBP"	"TEX15"
"M2"	"MAU2"	"SLCO4A1"
"M2"	"GJD3"	"TOX3"
"M2"	"GJD3"	"DDX60"
"M2"	"RFX4"	"SLCO4A1"
"M2"	"CSF2RB"	"GNPTAB"
"M2"	"CSF2RB"	"KAT7"
"M2"	"CD99"	"RBM47"
"M2"	"THRAP3"	"P2RY12"
"M2"	"THRAP3"	"KLHL11"
"M2"	"ATG7"	"TGFBI"
"M2"	"SEC23A"	"FGA"
"M2"	"SEC23A"	"AHCY"
"M2"	"SEC23A"	"RPL37"
"M2"	"SEC23A"	"KLHL13"
"M2"	"CD44"	"PPP1R3C"
"M2"	"CD44"	"CAMKMT"
"M2"	"CD44"	"CRTAM"
"M2"	"CD44"	"SULT2B1"
"M2"	"CD44"	"FAM83H"
"M2"	"LUC7L"	"FN1"
"M2"	"VPS35"	"FN1"
"M2"	"DCBLD2"	"FN1"
"M2"	"F2R"	"CRIM1"
"M2"	"UBAP2L"	"OLR1"
"M2"	"CDK3"	"FN1"
"M2"	"ACOT9"	"CRIM1"
"M2"	"SLC6A4"	"OLR1"
"M2"	"MED23"	"UGT2B4"
"M2"	"MED23"	"HVCN1"
"M2"	"ZNF675"	"CRIM1"
"M2"	"TUBB"	"PRKACB"
"M2"	"EBF3"	"PLBD1"
"M2"	"SCAI"	"PLBD1"
"M2"	"VWF"	"CRIM1"
"M2"	"POU2F2"	"C8orf34"
"M2"	"RELA"	"PLBD1"
"M2"	"RELA"	"NOTCH4"
"M2"	"C6"	"PLBD1"
"M2"	"USP53"	"GRIN3A"
"M2"	"USP53"	"GTF2F1"
"M2"	"USP53"	"GPR26"
"M2"	"USP53"	"LONP1"
"M2"	"USP53"	"C4BPA"
"M2"	"USP53"	"ZNF324B"
"M2"	"USP53"	"ZNRF2"
"M2"	"USP53"	"SCMH1"
"M2"	"USP53"	"HES5"
"M2"	"USP53"	"GABRA4"
"M2"	"USP53"	"PTPRCAP"
"M2"	"USP53"	"CDH4"
"M2"	"USP53"	"LRP2BP"
"M2"	"USP53"	"HIST1H3B"
"M2"	"USP53"	"FTCD"
"M2"	"USP53"	"OLIG3"
"M2"	"USP53"	"MAST1"
"M2"	"USP53"	"CSTF3"
"M2"	"USP53"	"KRBOX4"
"M2"	"DDX3Y"	"PLAGL1"
"M2"	"CLDN4"	"FN1"
"M2"	"ARHGAP29"	"CHAF1A"
"M2"	"LILRB1"	"PPIP5K2"
"M2"	"LILRB1"	"TTI1"
"M2"	"LILRB1"	"GRIN2B"
"M2"	"ELANE"	"DOCK8"
"M2"	"F13B"	"SASH3"
"M2"	"EEA1"	"GDI1"
"M2"	"EEA1"	"CRNKL1"
"M2"	"EEA1"	"EMILIN3"
"M2"	"TAF1D"	"PLBD1"
"M2"	"ARTN"	"PPP4R1L"
"M2"	"ARTN"	"SIGLEC9"
"M2"	"SPAG1"	"RELL1"
"M2"	"ZCCHC17"	"RELL1"
"M2"	"NOC2L"	"RELL1"
"M2"	"PGAM1"	"SIGLEC9"
"M2"	"NPW"	"CX3CR1"
"M2"	"NPW"	"OLR1"
"M2"	"MAGEF1"	"RELL1"
"M2"	"MATN1"	"RELL1"
"M2"	"JOSD1"	"PLBD1"
"M2"	"JOSD1"	"SASH3"
"M2"	"AATK"	"VWA2"
"M2"	"CLDN7"	"OLR1"
"M2"	"VAV1"	"P2RY12"
"M2"	"PAFAH1B2"	"PLSCR4"
"M2"	"CRYBB1"	"PLAGL1"
"M2"	"HSD11B1"	"LSM11"
"M2"	"HSD11B1"	"MOXD1"
"M2"	"HSD11B1"	"CHFR"
"M2"	"HSD11B1"	"UGT2B4"
"M2"	"HSD11B1"	"C8orf48"
"M2"	"HSD11B1"	"MRPL55"
"M2"	"HSD11B1"	"CDH13"
"M2"	"HSD11B1"	"ANXA9"
"M2"	"CCDC12"	"HSPA13"
"M2"	"APOA2"	"SMG8"
"M2"	"TCEAL4"	"SLCO4A1"
"M2"	"RAC2"	"OBP2B"
"M2"	"KCNE4"	"FXYD6"
"M2"	"DRAP1"	"B3GNT5"
"M2"	"SRCAP"	"CRIM1"
"M2"	"TCEANC"	"FN1"
"M2"	"ADAMTS1"	"CDC42"
"M2"	"COPB1"	"C1orf112"
"M2"	"TRAP1"	"SIGLEC9"
"M2"	"PDZK1"	"CD93"
"M2"	"ACACB"	"PCDHAC2"
"M2"	"RASGRF1"	"FN1"
"M2"	"RASGRF1"	"MNDA"
"M2"	"BANF1"	"CD93"
"M2"	"SUFU"	"RASA2"
"M2"	"DYRK2"	"OLR1"
"M2"	"DYRK2"	"SMCR8"
"M2"	"DYRK2"	"FN1"
"M2"	"NELL2"	"ADAMTS9"
"M2"	"PI4K2A"	"SLC37A2"
"M2"	"GRIN3A"	"ZMYM1"
"M2"	"NAV2"	"CD93"
"M2"	"TGFB2"	"ZNF337"
"M2"	"TGFB2"	"ADAMTS9"
"M2"	"NF2"	"APOLD1"
"M2"	"NF2"	"DPY19L4"
"M2"	"DRD4"	"ITGB8"
"M2"	"TFIP11"	"AQP9"
"M2"	"JMJD6"	"THBS1"
"M2"	"RPS12"	"PLAGL1"
"M2"	"RPS12"	"APOLD1"
"M2"	"RPS12"	"P2RY12"
"M2"	"PSMC3IP"	"DPY19L4"
"M2"	"KHDRBS2"	"ADAMTS9"
"M2"	"GPN1"	"PCDHB4"
"M2"	"FLT4"	"P2RY12"
"M2"	"ANG"	"APOLD1"
"M2"	"SLC18A2"	"CD93"
"M2"	"SLC18A2"	"P2RY12"
"M2"	"PLBD1"	"ELAVL2"
"M2"	"PLBD1"	"CNST"
"M2"	"SIRT2"	"CPVL"
"M2"	"SMN1"	"TLR7"
"M2"	"THBS1"	"OLIG3"
"M2"	"THBS1"	"MRPS25"
"M2"	"THBS1"	"NELFCD"
"M2"	"PPM1A"	"VCAM1"
"M2"	"IRAK3"	"NMNAT1"
"M2"	"SPTLC1"	"BAZ1A"
"M2"	"SPTLC1"	"POFUT1"
"M2"	"CRYBB2"	"HSPA13"
"M2"	"NOTCH4"	"DYRK1A"
"M2"	"NOTCH4"	"HIST1H3A"
"M2"	"LHX4"	"ABCB7"
"M2"	"LHX4"	"CNPY2"
"M2"	"HSPA13"	"PTGER1"
"M2"	"HSPA13"	"SEPT7"
"M2"	"HSPA13"	"COA3"
"M2"	"PIK3R4"	"SEMA3E"
"M2"	"IL1R1"	"SERPINB3"
"M2"	"IL1R1"	"AFF1"
"M2"	"CREG1"	"AQP9"
"M2"	"COL7A1"	"CMTR2"
"M2"	"SLC27A2"	"TOX3"
"M2"	"EME1"	"APOLD1"
"M2"	"HSPA4L"	"SLC22A24"
"M2"	"HSPA4L"	"CCDC24"
"M2"	"HSPA4L"	"ZNF652"
"M2"	"CPSF4"	"APOLD1"
"M2"	"MMS19"	"TLR7"
"M2"	"ZNF644"	"CMTR2"
"M2"	"ABCB1"	"SCYL1"
"M2"	"ABCB1"	"THG1L"
"M2"	"ABCB1"	"FGL1"
"M2"	"LAS1L"	"DPYD"
"M2"	"EIF4A1"	"LIM2"
"M2"	"EIF4A1"	"ARC"
"M2"	"EIF4A1"	"DLK1"
"M2"	"AQP4"	"FLNA"
"M2"	"TWIST2"	"SLCO4A1"
"M2"	"NIN"	"NBEAL1"
"M2"	"FGF10"	"PLAGL1"
"M2"	"MPP4"	"GABRB1"
"M2"	"MARCH8"	"OLR1"
"M2"	"TRADD"	"VPS13C"
"M2"	"GLA"	"CD164"
"M2"	"SENP1"	"CD164"
"M2"	"PHLDB2"	"PRAMEF14"
"M2"	"INSC"	"DOCK8"
"M2"	"DCAF8"	"JMJD7-PLA2G4B"
"M2"	"MFN1"	"RBM47"
"M2"	"PAN3"	"B3GNT5"
"M2"	"CECR2"	"HAUS4"
"M2"	"TF"	"SAMD9"
"M2"	"PCM1"	"FOS"
"M2"	"COL17A1"	"NBEAL1"
"M2"	"ATF5"	"CD164"
"M2"	"BCL3"	"NBEAL1"
"M2"	"SFTPA1"	"TGFBI"
"M2"	"EXTL3"	"CCDC85A"
"M2"	"MSR1"	"AFAP1L1"
"M2"	"MSR1"	"KCNJ6"
"M2"	"MSR1"	"DCAKD"
"M2"	"MSR1"	"PRAMEF4"
"M2"	"MSR1"	"TCEB2"
"M2"	"MSR1"	"DYNLL1"
"M2"	"CNKSR2"	"LIG4"
"M2"	"RIPK1"	"CX3CR1"
"M2"	"SMG8"	"STK4"
"M2"	"MED11"	"ZNF337"
"M2"	"TFEB"	"SLC37A2"
"M2"	"ZHX3"	"MS4A7"
"M2"	"CHPF"	"FN1"
"M2"	"CX3CR1"	"GUSB"
"M2"	"CX3CR1"	"SEMA3E"
"M2"	"CX3CR1"	"FAM213A"
"M2"	"FBL"	"TGFBI"
"M2"	"SAP130"	"TGFBI"
"M2"	"IL9"	"CD164"
"M2"	"IL12RB1"	"TGFBI"
"M2"	"ALPP"	"CMTR2"
"M2"	"PKP2"	"GDA"
"M2"	"PKP2"	"CDC42SE1"
"M2"	"SERPIND1"	"ZNF337"
"M2"	"CYP2D6"	"ZNF337"
"M2"	"ITGA8"	"APOLD1"
"M2"	"ITGA8"	"PCDHAC2"
"M2"	"AVPR1A"	"ZMYM1"
"M2"	"GTF2F1"	"ZMYM1"
"M2"	"GPR26"	"ZMYM1"
"M2"	"VPS33B"	"ZMYM1"
"M2"	"LONP1"	"ZMYM1"
"M2"	"C4BPA"	"ZNF337"
"M2"	"EGLN1"	"TGFBI"
"M2"	"ZNRF2"	"ZMYM1"
"M2"	"RNF43"	"ZNF337"
"M2"	"VAMP8"	"TGFBI"
"M2"	"BDNF"	"ZMYM1"
"M2"	"SCMH1"	"ZMYM1"
"M2"	"NLRP4"	"ZMYM1"
"M2"	"HES5"	"ZMYM1"
"M2"	"GABRA4"	"ZMYM1"
"M2"	"STAMBPL1"	"TGFBI"
"M2"	"CDK17"	"FBXL3"
"M2"	"CDK17"	"TBP"
"M2"	"CDK17"	"EFHC2"
"M2"	"CDK17"	"UCHL5"
"M2"	"CDK17"	"PARD3"
"M2"	"CDK17"	"CDC123"
"M2"	"CDK17"	"GPRIN2"
"M2"	"MTBP"	"AP5B1"
"M2"	"WDR77"	"ZMYM1"
"M2"	"CDH4"	"ZMYM1"
"M2"	"GPAA1"	"ZMYM1"
"M2"	"ATP1A1"	"AP5B1"
"M2"	"LRP2BP"	"ZMYM1"
"M2"	"HIST1H3B"	"ZMYM1"
"M2"	"OLIG3"	"ZNF337"
"M2"	"OLIG3"	"ZMYM1"
"M2"	"NOLC1"	"ZMYM1"
"M2"	"CCNG2"	"PLAGL1"
"M2"	"ATP5G3"	"TGFBI"
"M2"	"MRPS25"	"ZMYM1"
"M2"	"ITGAL"	"CMTR2"
"M2"	"RAB5A"	"CMTR2"
"M2"	"RAB5A"	"SAMD9"
"M2"	"RAB5A"	"PCDHGB2"
"M2"	"HMGCL"	"DPYD"
"M2"	"ZNF746"	"CRIM1"
"M2"	"MAST1"	"ZMYM1"
"M2"	"RPA4"	"VSIG4"
"M2"	"TGFBRAP1"	"ZNF337"
"M2"	"AKAP13"	"VSIG4"
"M2"	"OSTF1"	"TGFBI"
"M2"	"OS9"	"IL33"
"M2"	"RNF125"	"PLAGL1"
"M2"	"MBOAT7"	"MS4A7"
"M2"	"TAT"	"IL33"
"M2"	"TNFSF13B"	"CYP4F11"
"M2"	"ATXN2L"	"AP5B1"
"M2"	"CSTF3"	"ZMYM1"
"M2"	"CSTF3"	"IGSF6"
"M2"	"PLAGL1"	"KRT6C"
"M2"	"PLAGL1"	"CNPPD1"
"M2"	"PAG1"	"AP1AR"
"M2"	"HSH2D"	"OLR1"
"M2"	"C19orf57"	"OLR1"
"M2"	"CD93"	"TRIM35"
"M2"	"CASP10"	"ZDHHC20"
"M2"	"CHRND"	"CYP4F3"
"M2"	"PEX3"	"FGL2"
"M2"	"ALDH7A1"	"CYP4F3"
"M2"	"COASY"	"PLSCR4"
"M2"	"NELFB"	"GK5"
"M2"	"LGR4"	"SORCS3"
"M2"	"ASAP2"	"KRTAP26-1"
"M2"	"ABCA4"	"ZNF426"
"M2"	"IL1A"	"C8orf34"
"M2"	"IL1A"	"SIGLEC9"
"M2"	"TNFRSF10A"	"OSBP"
"M2"	"ETV2"	"VPS13C"
"M2"	"HEY1"	"SIGLEC9"
"M2"	"SORCS1"	"PRTG"
"M2"	"NFYB"	"RELL1"
"M2"	"TXNRD1"	"KLHL28"
"M2"	"PLEC"	"NBEAL1"
"M2"	"ASPM"	"B3GNT5"
"M2"	"VPS16"	"ZNF426"
"M2"	"PHF8"	"SLC37A2"
"M2"	"ANP32B"	"CPVL"
"M2"	"NEURL1B"	"C8orf34"
"M2"	"NEURL1B"	"SIGLEC9"
"M2"	"DSG2"	"CPED1"
"M3"	"DHRS2"	"LGR5"
"M3"	"LAMP2"	"USP14"
"M3"	"LAMP2"	"PEMT"
"M3"	"LAMP2"	"APMAP"
"M3"	"CERCAM"	"CTBS"
"M3"	"CERCAM"	"PTP4A1"
"M3"	"CERCAM"	"STXBP3"
"M3"	"CERCAM"	"RPL36AL"
"M3"	"CERCAM"	"RAB11FIP5"
"M3"	"CERCAM"	"SAA1"
"M3"	"CERCAM"	"SLN"
"M3"	"CERCAM"	"HIST1H4E"
"M3"	"CERCAM"	"EIF4H"
"M3"	"CERCAM"	"FAM50B"
"M3"	"CERCAM"	"C11orf68"
"M3"	"CERCAM"	"UBL5"
"M3"	"CERCAM"	"CALML3"
"M3"	"CERCAM"	"SMAD3"
"M3"	"WHSC1"	"GALNT6"
"M3"	"DIO2"	"ABCA6"
"M3"	"ITGA2"	"UTY"
"M3"	"ITGA2"	"KLHDC9"
"M3"	"ITGA2"	"PTP4A1"
"M3"	"ITGA2"	"DCAF17"
"M3"	"ITGA2"	"FOLR3"
"M3"	"ITGA2"	"MAP7D2"
"M3"	"ITGA2"	"CBLN4"
"M3"	"ITGA2"	"CRP"
"M3"	"ITGA2"	"RAB11A"
"M3"	"ITGA2"	"ZYX"
"M3"	"ITGA2"	"RABL6"
"M3"	"ITGA2"	"MFAP3"
"M3"	"ITGA2"	"PBX2"
"M3"	"ITGA2"	"ZMAT5"
"M3"	"ITGA2"	"IGSF1"
"M3"	"ITGA2"	"COX6A1"
"M3"	"ITGA2"	"DLGAP2"
"M3"	"COL4A5"	"NPHS2"
"M3"	"COL4A5"	"PGR"
"M3"	"COL4A5"	"TAF3"
"M3"	"COL4A5"	"CYBB"
"M3"	"COL4A5"	"STAU1"
"M3"	"COL4A5"	"DUT"
"M3"	"COL4A5"	"LEFTY2"
"M3"	"COL4A5"	"TBC1D31"
"M3"	"RNF13"	"ARHGEF7"
"M3"	"RNF13"	"GET4"
"M3"	"RNF13"	"MED4"
"M3"	"RNF13"	"HSBP1"
"M3"	"RNF13"	"SORCS3"
"M3"	"RNF13"	"DSCC1"
"M3"	"COG8"	"MOG"
"M3"	"PROM1"	"PRRG1"
"M3"	"TMOD4"	"PRRG1"
"M3"	"SH3GL3"	"ABCA6"
"M3"	"TINF2"	"TRIM59"
"M3"	"PINX1"	"PIEZO2"
"M3"	"ATG12"	"TTLL7"
"M3"	"DUSP11"	"ABCA6"
"M3"	"PROX1"	"PVRL4"
"M3"	"PROX1"	"TIMM8A"
"M3"	"PROX1"	"RBBP8"
"M3"	"PROX1"	"PPAP2B"
"M3"	"PROX1"	"KDM3A"
"M3"	"PROX1"	"CDK16"
"M3"	"PROX1"	"MLLT3"
"M3"	"PROX1"	"ITGB1"
"M3"	"PROX1"	"IFITM1"
"M3"	"PROX1"	"PPL"
"M3"	"PROX1"	"PLG"
"M3"	"PROX1"	"SPATA13"
"M3"	"PROX1"	"MTMR6"
"M3"	"PROX1"	"DNAJB6"
"M3"	"PROX1"	"PVRL3"
"M3"	"PROX1"	"ITGA8"
"M3"	"PROX1"	"SNTB2"
"M3"	"PROX1"	"HSDL2"
"M3"	"ANKRD18A"	"UMOD"
"M3"	"ANKRD18A"	"CD247"
"M3"	"ANKRD18A"	"EVC2"
"M3"	"ANKRD18A"	"PEX12"
"M3"	"ANKRD18A"	"SNRNP27"
"M3"	"ANKRD18A"	"LRP8"
"M3"	"ANKRD18A"	"MYO16"
"M3"	"ANKRD18A"	"HIPK3"
"M3"	"ANKRD18A"	"WDR26"
"M3"	"ANKRD18A"	"AHRR"
"M3"	"ANKRD18A"	"TMED1"
"M3"	"ANKRD18A"	"CBLL1"
"M3"	"ANKRD18A"	"ACKR3"
"M3"	"ANKRD18A"	"CBFA2T2"
"M3"	"ANKRD18A"	"XPO4"
"M3"	"ANKRD18A"	"ALG2"
"M3"	"ANKRD18A"	"STOML1"
"M3"	"ANKRD18A"	"MUC6"
"M3"	"ANKRD18A"	"RPAP1"
"M3"	"ANKRD18A"	"TM9SF2"
"M3"	"ANKRD18A"	"COPS5"
"M3"	"ANKRD18A"	"MYOT"
"M3"	"ANKRD18A"	"PSEN1"
"M3"	"ANKRD18A"	"ORC6"
"M3"	"ANKRD18A"	"DDX41"
"M3"	"ANKRD18A"	"STAP2"
"M3"	"ANKRD18A"	"RNASEH2A"
"M3"	"XRCC2"	"ANLN"
"M3"	"HNRNPH2"	"ABCA6"
"M3"	"PIP"	"ABCA6"
"M3"	"URM1"	"SLC27A6"
"M3"	"FSTL3"	"TRIM59"
"M3"	"CHML"	"SLC27A6"
"M3"	"PMP22"	"TTLL7"
"M3"	"CARNS1"	"PEMT"
"M3"	"CARNS1"	"PRF1"
"M3"	"CARNS1"	"PTP4A1"
"M3"	"CARNS1"	"MAGEA2B"
"M3"	"CARNS1"	"CAV1"
"M3"	"CARNS1"	"CELSR1"
"M3"	"CARNS1"	"HIRA"
"M3"	"CARNS1"	"GIMAP8"
"M3"	"CARNS1"	"DHRS13"
"M3"	"VASH1"	"PRRG1"
"M3"	"NLGN2"	"TRIM59"
"M3"	"C9orf50"	"ABCA6"
"M3"	"TNFRSF9"	"BTBD16"
"M3"	"POLE"	"GALNT6"
"M3"	"CNST"	"PRRG1"
"M3"	"AUP1"	"PRRG1"
"M3"	"FZD1"	"GREM1"
"M3"	"MRPS12"	"ABCA6"
"M3"	"PRKACA"	"KLHL32"
"M3"	"GIPR"	"PTP4A1"
"M3"	"GIPR"	"BCL2L14"
"M3"	"GIPR"	"ASB3"
"M3"	"GIPR"	"SAP18"
"M3"	"GIPR"	"C6orf136"
"M3"	"GIPR"	"FGR"
"M3"	"GIPR"	"SHROOM1"
"M3"	"GIPR"	"APOA5"
"M3"	"GIPR"	"FBXW2"
"M3"	"GIPR"	"NRARP"
"M3"	"GIPR"	"HOOK3"
"M3"	"GIPR"	"MDGA2"
"M3"	"GIPR"	"ADRM1"
"M3"	"HIST1H4B"	"ABCA6"
"M3"	"ANKRD13C"	"ABCA6"
"M3"	"SEMA6A"	"TRIM59"
"M3"	"TNNI1"	"PIEZO2"
"M3"	"AMIGO1"	"TRIM59"
"M3"	"GNA15"	"SLC27A6"
"M3"	"RFX4"	"PRRG1"
"M3"	"TF"	"TBC1D8"
"M3"	"TF"	"GRIN2D"
"M3"	"TF"	"NR4A3"
"M3"	"TF"	"PEMT"
"M3"	"TF"	"DMPK"
"M3"	"TF"	"USP28"
"M3"	"TF"	"CSRP3"
"M3"	"TF"	"CTBS"
"M3"	"TF"	"PTP4A1"
"M3"	"TF"	"RINT1"
"M3"	"TF"	"PPL"
"M3"	"TF"	"PABPC3"
"M3"	"TF"	"TEP1"
"M3"	"TF"	"TAPBP"
"M3"	"TF"	"PLG"
"M3"	"TF"	"CCR4"
"M3"	"TF"	"NMT2"
"M3"	"TF"	"RBM10"
"M3"	"TF"	"ZNRF3"
"M3"	"TF"	"S100A13"
"M3"	"TF"	"ATP6V0D2"
"M3"	"TF"	"HSPA2"
"M3"	"TF"	"CALB1"
"M3"	"TF"	"MKL2"
"M3"	"TF"	"CSRP2BP"
"M3"	"TF"	"AVEN"
"M3"	"TF"	"PPP1R2"
"M3"	"TF"	"SCFD2"
"M3"	"TF"	"MYLPF"
"M3"	"TF"	"UBAC1"
"M3"	"TF"	"ZCCHC8"
"M3"	"TF"	"ZNF808"
"M3"	"TF"	"SAMD9"
"M3"	"TF"	"HEY2"
"M3"	"SEMA4B"	"TRIM59"
"M3"	"DPYSL5"	"PHLDB1"
"M3"	"RCN2"	"C21orf91"
"M3"	"YLPM1"	"PRRG1"
"M3"	"SRSF11"	"SLC27A6"
"M3"	"PRRG1"	"CD53"
"M3"	"PRRG1"	"RPL23A"
"M3"	"PRRG1"	"ECSIT"
"M3"	"PRRG1"	"ZFAND6"
"M3"	"PRRG1"	"HSBP1"
"M3"	"PRRG1"	"DMRT1"
"M3"	"PRRG1"	"ANKLE1"
"M3"	"PRRG1"	"FAM114A1"
"M3"	"RAD9A"	"REEP3"
"M3"	"MAN2A1"	"TAF7L"
"M3"	"MAN2A1"	"TRIP13"
"M3"	"MAN2A1"	"SOX18"
"M3"	"MAN2A1"	"KCNA2"
"M3"	"MAN2A1"	"PEX1"
"M3"	"MAN2A1"	"NUBPL"
"M3"	"MAN2A1"	"CELSR3"
"M3"	"MAN2A1"	"PADI2"
"M3"	"MAN2A1"	"EID3"
"M3"	"MAN2A1"	"MMP19"
"M3"	"MAN2A1"	"SYAP1"
"M3"	"MAN2A1"	"SUV39H2"
"M3"	"MAN2A1"	"RECQL5"
"M3"	"MAN2A1"	"LETM1"
"M3"	"MAN2A1"	"BOP1"
"M3"	"MAN2A1"	"NDUFAF7"
"M3"	"MAN2A1"	"B4GALNT1"
"M3"	"MAN2A1"	"RPP30"
"M3"	"MAN2A1"	"ACIN1"
"M3"	"MAN2A1"	"CHORDC1"
"M3"	"VPS11"	"FOLH1"
"M3"	"VPS11"	"ABCA6"
"M3"	"HIST1H1D"	"MOSPD2"
"M3"	"SPOCK3"	"PTP4A1"
"M3"	"SPOCK3"	"CSPG4"
"M3"	"SPOCK3"	"PPA1"
"M3"	"SPOCK3"	"PTMS"
"M3"	"SPOCK3"	"ACAA1"
"M3"	"SPOCK3"	"GCGR"
"M3"	"SPOCK3"	"CLPX"
"M3"	"SPOCK3"	"SLC29A1"
"M3"	"SPOCK3"	"EPHA8"
"M3"	"SPOCK3"	"RUNX2"
"M3"	"SPOCK3"	"GNPAT"
"M3"	"SPOCK3"	"PAX3"
"M3"	"ZKSCAN8"	"TRIM59"
"M3"	"SLC26A9"	"THEG"
"M3"	"SLC26A9"	"PDCD5"
"M3"	"SLC26A9"	"ARPC1B"
"M3"	"SLC26A9"	"FBXL4"
"M3"	"SLC26A9"	"POLR1D"
"M3"	"SLC26A9"	"CNTLN"
"M3"	"SLC26A9"	"UBA1"
"M3"	"SLC26A9"	"EIF3I"
"M3"	"SLC26A9"	"MLLT1"
"M3"	"SLC26A9"	"CEP57"
"M3"	"SLC26A9"	"IMPDH2"
"M3"	"SLC26A9"	"ACAD11"
"M3"	"SLC26A9"	"DEK"
"M3"	"SLC26A9"	"UTY"
"M3"	"SLC26A9"	"ERAS"
"M3"	"SLC26A9"	"GATA5"
"M3"	"SLC26A9"	"NEIL1"
"M3"	"SLC26A9"	"AHRR"
"M3"	"SLC26A9"	"FGF8"
"M3"	"SLC26A9"	"EEF1B2"
"M3"	"SLC26A9"	"PTP4A1"
"M3"	"SLC26A9"	"DCUN1D3"
"M3"	"SLC26A9"	"IP6K1"
"M3"	"SLC26A9"	"FZD4"
"M3"	"SLC26A9"	"CENPJ"
"M3"	"SLC26A9"	"CCR4"
"M3"	"SLC26A9"	"MPZL1"
"M3"	"SLC26A9"	"TXNL1"
"M3"	"SLC26A9"	"TTYH3"
"M3"	"SLC26A9"	"HFE"
"M3"	"SLC26A9"	"LSAMP"
"M3"	"SLC26A9"	"AEN"
"M3"	"SLC26A9"	"EPHA5"
"M3"	"SLC26A9"	"FAM92A1"
"M3"	"SLC26A9"	"ARL13A"
"M3"	"SLC26A9"	"ITGB1BP2"
"M3"	"SLC26A9"	"SGMS1"
"M3"	"SLC26A9"	"HIVEP2"
"M3"	"SLC26A9"	"BRINP2"
"M3"	"SLC26A9"	"GSKIP"
"M3"	"SLC26A9"	"MEP1B"
"M3"	"SLC26A9"	"PGGT1B"
"M3"	"SLC26A9"	"LRRK2"
"M3"	"SLC26A9"	"KLF5"
"M3"	"SLC26A9"	"ZNF608"
"M3"	"SETD8"	"ABCA6"
"M3"	"UPK2"	"TRIM59"
"M3"	"HRNR"	"MOSPD2"
"M3"	"NPHS2"	"GALNT6"
"M3"	"GAD2"	"AQP1"
"M3"	"MSI2"	"TRIM59"
"M3"	"MSI2"	"KLK6"
"M3"	"PEX19"	"KLK6"
"M3"	"UMOD"	"TYMS"
"M3"	"TNNT1"	"KLK6"
"M3"	"ALOX5AP"	"REEP3"
"M3"	"LRP2"	"MT1G"
"M3"	"LRP2"	"KIF15"
"M3"	"LRP2"	"PTP4A1"
"M3"	"LRP2"	"CRIPT"
"M3"	"LRP2"	"FIZ1"
"M3"	"LRP2"	"SLC9A3R1"
"M3"	"LRP2"	"AKT3"
"M3"	"LRP2"	"IFT57"
"M3"	"LRP2"	"SNX30"
"M3"	"LRP2"	"EPHA8"
"M3"	"LRP2"	"RGS2"
"M3"	"LRP2"	"CHAF1A"
"M3"	"LRP2"	"UQCR11"
"M3"	"LRP2"	"TNR"
"M3"	"LRP2"	"CARD11"
"M3"	"LRP2"	"CD93"
"M3"	"LRP2"	"SLC25A23"
"M3"	"LRP2"	"IGSF9"
"M3"	"LRP2"	"PAN2"
"M3"	"LRP2"	"SEPT2"
"M3"	"LRP2"	"PLS3"
"M3"	"LRP2"	"RUNX1T1"
"M3"	"LRP2"	"POLR3C"
"M3"	"LRP2"	"ZNF804A"
"M3"	"LRP2"	"DNAAF2"
"M3"	"FIBP"	"MOSPD2"
"M3"	"GPC1"	"TTLL7"
"M3"	"KCNAB1"	"TRIM59"
"M3"	"ACSL1"	"ABCA6"
"M3"	"CRTC2"	"TRIM59"
"M3"	"RYR1"	"SLC12A2"
"M3"	"RYR1"	"TTLL7"
"M3"	"MYO1F"	"TRIM59"
"M3"	"ARHGEF7"	"TTLL7"
"M3"	"TMEM173"	"TNC"
"M3"	"PPP1CB"	"LGR5"
"M3"	"PPP1CB"	"GREM1"
"M3"	"ELL3"	"TTLL7"
"M3"	"FBXL16"	"MOSPD2"
"M3"	"KDM1B"	"WSB1"
"M3"	"CACNA1S"	"TTLL7"
"M3"	"WIF1"	"AQP1"
"M3"	"NECAP2"	"MOSPD2"
"M3"	"EPHA4"	"GREM1"
"M3"	"FKBP7"	"SLC12A2"
"M3"	"FKBP7"	"WSB1"
"M3"	"KIF1B"	"TRIM59"
"M3"	"KIF1B"	"PHLDB1"
"M3"	"KCNA3"	"MOSPD2"
"M3"	"REPS2"	"WSB1"
"M3"	"STUB1"	"TRIM59"
"M3"	"NFATC2"	"WSB1"
"M3"	"TAF7L"	"WSB1"
"M3"	"TAF7L"	"SLC27A6"
"M3"	"RPS16"	"AQP1"
"M3"	"RPS27L"	"WSB1"
"M3"	"MT1G"	"GPR37"
"M3"	"MT1G"	"WSB1"
"M3"	"PRELP"	"WSB1"
"M3"	"PRELP"	"MOSPD2"
"M3"	"MTFR2"	"TRIM59"
"M3"	"GLMN"	"MOSPD2"
"M3"	"HIST1H3B"	"WSB1"
"M3"	"SHC2"	"WSB1"
"M3"	"PID1"	"TTLL7"
"M3"	"PID1"	"REEP3"
"M3"	"ZNF101"	"MOSPD2"
